#	Country	Date	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
202	St. Vincent Grenadines	28-02-2022	6,740	+1	106 		6,604	+13	30		60,435	950	98,236	880,843	111,525 	North America
203	British Virgin Islands	28-02-2022	6,085	+11	62 		N/A	N/A	N/A	6	199,084	2,028	99,936	3,269,622	30,565 	North America
204	Sao Tome and Principe	28-02-2022	5,934		72 		5,852		10		26,267	319	29,036	128,527	225,913 	Africa
205	Turks and Caicos	28-02-2022	5,867		36 		5,787		44	4	148,205	909	419,792	10,604,289	39,587 	North America
206	Saint Kitts and Nevis	28-02-2022	 5,530		42 		5,480		8	1	102,742	780	65,141	1,210,259	53,824 	North America
207	Palau	28-02-2022	3,781	+55	6 		3,140	+198	635	5	207,326	329	36,979	2,027,691	18,237 	Australia/Oceania
208	St. Barth	28-02-2022	3,758		6 		N/A	N/A	N/A		378,564	604	56,491	5,690,642	9,927 	North America
209	Kiribati	28-02-2022	2,927	+13	11 		2,051		865	4	23,896	90			122,491 	Australia/Oceania
210	Anguilla	28-02-2022	2,555	+27	9 		2,528	+22	18	4	167,816	591	51,382	3,374,844	15,225 	North America
211	Saint Pierre Miquelon	28-02-2022	1,070		1 		1,049		20	1	186,184	174	17,358	3,020,358	5,747 	North America
212	Diamond Princess	28-02-2022	712		13 		699		0						 	
213	Wallis and Futuna	28-02-2022	454		7 		438		9		41,606	641	20,508	1,879,399	10,912 	Australia/Oceania
214	Tonga	28-02-2022	355		 		177		178		3,297				107,684 	Australia/Oceania
215	Montserrat	28-02-2022	164		2 		161		1		32,820	400	8,359	1,672,804	4,997 	North America
216	Falkland Islands	28-02-2022	109		  		N/A	N/A	N/A		29,879		8,632	2,366,228	3,648 	South America
217	Macao	28-02-2022	81		 		79		2		122		5,318	8,009	664,029 	Asia
218	Cook Islands	28-02-2022	42	+17	 		4		38		2,388		1,754	99,710	17,591 	Australia/Oceania
219	Samoa	28-02-2022	33		 		3		30		165				 200,603 	Australia/Oceania
220	Vatican City	28-02-2022	29		 		28		1		36,070				804 	Europe
221	Vanuatu	28-02-2022	18		1 		6	 	11		56	3	23,000	72,088	319,053 	Australia/Oceania
222	Western Sahara	28-02-2022	10		1 		8		1		16	2			621,703 	Africa
223	MS Zaandam	28-02-2022	9		2 		7		0						 	
224	Marshall Islands	28-02-2022	7		 		7		0		117				59,853 	Australia/Oceania
225	Saint Helena	28-02-2022	2		 		2		0		327				6,107 	Africa
226	Micronesia	28-02-2022	1		 		1		0		9				117,025 	Australia/Oceania
1	USA	01-03-2022	80,697,924	+41,899	977,402 	+1,451	53,730,805	+230,543	25,989,717	7,522	241,447	2,924	951,544,688	2,847,010	334,225,917 	North America
2	India	01-03-2022	42,938,164	+7,119	514,109 	+55	42,328,273	+3,723	95,782	8,944	30,615	367	767,481,346	547,211	1,402,532,051 	Asia
3	Brazil	01-03-2022	28,811,165	+23,545	649,717 	+274	26,506,005	+169,632	1,655,443	8,318	133,963	3,021	63,776,166	296,539	215,068,475 	South America
4	France	01-03-2022	22,782,609	+79,794	138,576 	+209	21,080,886	+179,382	1,563,147	2,484	347,755	2,115	246,629,975	3,764,574	 65,513,384 	Europe
5	UK	01-03-2022	18,886,701		161,361 		17,449,650		1,275,690	289	275,806	2,356	480,341,745	7,014,519	68,478,212 	Europe
6	Russia	01-03-2022	16,495,369	+97,333	352,446 	+786	 13,748,465	+172,813	2,394,458	2,300	112,952	2,413	273,400,000	1,872,111	146,038,387 	Europe
7	Germany	01-03-2022	14,974,713	+150,565	123,721 	+275	11,239,600	+228,900	3,611,392	2,494	177,786	1,469	104,701,826	1,243,064	84,228,855 	Europe
8	Turkey	01-03-2022	14,149,341	+59,885	94,648 	+203	13,437,729	+71,545	616,964	1,128	164,823	1,103	144,214,377	1,679,922	85,845,863 	Asia
9	Italy	01-03-2022	12,829,972	+46,631	155,000 	+233	11,601,742	+73,607	1,073,230	708	212,719	 2,570	187,867,237	3,114,811	60,314,170 	Europe
10	Spain	01-03-2022	11,036,085	+14,641	99,883 	+119	9,679,247	+118,803	1,256,955	1,053	235,890	2,135	471,036,328	10,068,137	46,784,854 	Europe
11	Argentina	01-03-2022	8,904,176	+3,520	126,257 	+105	8,688,724	+6,534	89,195	1,136	194,057	2,752	34,279,674	747,088	45,884,404 	South America
12	Iran	01-03-2022	7,060,741	+9,312	137,064 	+226	6,665,702	+13,514	257,975	4,027	82,314	1,598	47,252,235	550,868	85,777,737 	Asia
13	Netherlands	01-03-2022	6,398,114	+36,488	21,570 	+16	4,416,938	+84,253	1,959,606	174	372,030	1,254	21,107,399	1,227,329	17,197,837 	Europe
14	Colombia	01-03-2022	6,065,801	+1,218	138,854 	+87	5,892,530	+1,967	34,417	342	117,138	2,681	33,224,395	641,604	51,783,360 	South America
15	Poland	01-03-2022	5,680,034	+12,984	111,586 	+269	5,073,307	+16,138	495,141	807	150,354	2,954	33,715,893	892,480	37,777,768 	Europe
 16	Indonesia	01-03-2022	5,589,176	+24,728	148,660 	+325	4,901,302	+39,887	539,214	2,911	20,081	534	84,648,008	304,133	278,325,882 	Asia
17	Mexico	01-03-2022	5,508,629	+2,524	318,149 	+63	4,781,564	+8,433	408,916	4,798	41,992	2,425	15,089,355	115,026	131,181,893 	North America
18	Japan	01-03-2022	5,005,892	+55,243	23,633 	+187	4,264,616	+74,491	717,643	1,456	39,782	188	38,993,335	309,881	125,833,425 	Asia
19	Ukraine	01-03-2022	4,809,624		105,505 		4,058,020		646,099	177	111,083	2,437	19,521,252	450,864	43,297,396 	Europe
20	South Africa	01-03-2022	3,675,691	+1,649	99,430 	+18	3,551,039	+7,930	25,222	546	60,705	1,642	23,111,817	381,697	60,550,116 	Africa
21	Philippines	01-03-2022	3,663,059	+1,067	56,451 		3,555,016	+1,652	51,592	298	32,705	504	28,203,435	251,811	112,002,351 	Asia
22	Israel	01-03-2022	3,641,304	+6,794	10,218 	+20	3,557,940	+10,930	73,146	574	390,446	1,096	41,373,364	4,436,346	9,326,000 	Asia
23	Czechia	01-03-2022	3,587,871	+10,159	38,685 	+18	3,463,303	+13,388	85,883	203	334,005	3,601	52,650,835	4,901,411	10,741,976 	Europe
24	Vietnam	01-03-2022	3,557,629	 +98,762	40,338 	+86	2,479,883	+40,932	1,037,408	3,851	36,011	408	79,309,194	802,783	98,792,826 	Asia
25	Belgium	01-03-2022	3,557,314	+2,498	30,179 	+17	3,025,804	+48,201	501,331	241	304,737	2,585	31,718,358	2,717,151	11,673,387 	Europe
26	Peru	01-03-2022	3,517,260		210,672 		N/A	N/A	N/A	975	104,264	6,245	27,364,060	811,164	33,734,322 	South America
27	Malaysia	01-03-2022	3,468,590	+25,854	32,827 	+78	3,142,112	+25,548	 293,651	374	104,936	993	49,763,443	1,505,499	33,054,443 	Asia
28	Canada	01-03-2022	3,296,549	+3,569	36,638 	+36	3,148,232	+2,359	111,679	666	86,091	957	58,238,581	1,520,922	38,291,630 	North America
29	 Portugal	01-03-2022	3,273,624	+11,006	21,086 	+23	2,787,126	+1,752	465,412	96	322,609	2,078	37,805,639	3,725,673	10,147,331 	Europe
30	S. Korea	01-03-2022	3,273,449	+138,993	8,170 	+112	969,524		2,295,755	727	63,757	159	15,804,065	307,817	51,342,464 	Asia
31	Australia	01-03-2022	3,236,095	+25,017	5,210 	+39	3,001,687		229,198	131	124,508	200	63,589,227	2,446,577	25,991,100 	Australia/Oceania
32	Chile	01-03-2022	3,076,291	+13,929	42,381 	+28	2,097,387	+30,324	936,523	1,107	158,664	2,186	33,063,514	1,705,301	19,388,672 	South America
33	Thailand	01-03-2022	2,912,347	+20,420	22,979 	+43	2,673,646	+18,297	215,722	687	41,551	328	17,270,775	246,406	70,090,853 	Asia
34	Switzerland	01-03-2022	2,806,401	+13,983	13,234 		2,194,859	+23,423	598,308	137	320,376	1,511	18,703,625	2,135,185	8,759,722 	Europe
35	Romania	01-03-2022	2,741,945	+8,461	63,578 	+146	2,510,046	+20,268	168,321	892	144,127	3,342	21,103,210	1,109,262	19,024,556 	Europe
36	Austria	01-03-2022	2,704,530	+24,788	14,841 	+32	2,423,154	+27,684	266,535	191	297,471	1,632	159,433,227	17,536,060	9,091,736 	Europe
37	Denmark	01-03-2022	2,651,267	 +17,508	4,649 	+37	2,284,016	+40,750	362,602	43	455,069	798	125,456,753	21,533,662	5,826,076 	Europe
38	Sweden	01-03-2022	2,448,182		17,207 		2,141,849	+49,366	289,126	69	239,928	1,686	18,174,812	1,781,174	10,203,839 	Europe
39	Greece	01-03-2022	2,438,872	+17,208	25,914 	+54	2,229,561	+38,869	183,397	408	235,902	2,507	66,001,463	6,384,048	10,338,498 	Europe
40	Iraq	01-03-2022	2,303,816	+1,023	24,999 	+10	2,246,473	+2,829	32,344	124	55,221	599	17,988,894	431,181	41,720,046 	Asia
41	Bangladesh	01-03-2022	1,944,376	+799	29,045 	+8	1,822,125	+7,460	93,206	1,275	11,614	173	13,425,156	80,192	167,413,678 	Asia
42	Serbia	01-03-2022	1,913,861	+2,886	15,280 	+39	1,811,546	+9,538	87,035	105	220,518	1,761	8,769,892	1,010,482	8,678,920 	Europe
43	Hungary	01-03-2022	1,789,581	+2,037	44,051 	+102	1,595,008	+6,165	150,522	136	186,035	4,579	10,789,819	1,121,648	9,619,612 	Europe
44	Jordan	01-03-2022	1,638,228	+6,520	13,849 	+14	1,546,429	+10,651	77,950	694	157,958	1,335	16,319,298	1,573,503	10,371,316 	Asia
45	Georgia	01-03-2022	1,612,319	+6,847	16,199 	 +36	1,513,164	+9,003	82,956		405,467	4,074	15,917,950	4,003,055	3,976,450 	Asia
46	Pakistan	01-03-2022	1,510,221	+861	30,196 	+18	1,443,284		36,741	988	6,623	132	26,464,518	116,067	228,010,156 	Asia
47	Slovakia	01-03-2022	1,458,129	+11,207	18,530 	+45	1,250,084	+18,864	189,515	232	266,859	3,391	6,402,442	1,171,743	5,464,034 	Europe
48	Ireland	01-03-2022	1,303,720	+3,298	6,508 	+11	1,172,639	+4,378	124,573	48	 259,222	1,294	11,388,656	2,264,434	5,029,362 	Europe
49	Kazakhstan	01-03-2022	1,302,550	+228	13,606 	+10	1,269,129	+1,627	19,815	528	68,020	711	11,575,012	604,452	19,149,588 	Asia
50	Norway	01-03-2022	1,257,079	+14,919	1,599 	+1	88,952		1,166,528	18	228,908	291	9,852,076	1,794,016	5,491,632 	Europe
51	Morocco	01-03-2022	1,161,131	+156	15,994 	+6	1,141,414	+694	3,723	293	30,851	425	11,237,010	298,564	37,636,906 	Africa
52	Bulgaria	01-03-2022	1,093,920	+2,641	35,637 	+56	843,574	+3,397	214,709	461	159,427	5,194	9,206,636	1,341,767	6,861,575 	Europe
53	Lebanon	01-03-2022	1,070,696	+1,986	10,104 	+13	682,977		377,615	186	158,044	1,491	4,795,578	707,868	6,774,682 	Asia
54	Cuba	01-03-2022	1,070,258	+396	8,495 	+1	1,059,246	+606	2,517	34	94,586	751	12,920,253	1,141,856	11,315,134 	North America
55	Croatia	01-03-2022	1,055,943	+1,149	15,101 	+32	1,029,954	+2,133	10,888	91	259,878	3,717	4,519,621	1,112,325	4,063,221 	Europe
56	Tunisia	01-03-2022	998,230		27,784 		950,873		19,573	222	83,020	2,311	4,343,907	361,271	12,023,949 	Africa
57	Nepal	01-03-2022	977,076	+92	11,938 	+2	957,167	+354	7,971	100	32,562	398	5,426,067	180,829	30,006,556 	Asia
58	Belarus	01-03-2022	921,263	+1,527	6,493 	+13	 909,667	+1,535	5,103		97,548	688	12,444,066	1,317,647	9,444,161 	Europe
59	Lithuania	01-03-2022	906,902	+4,348	8,434 	+13	808,647		89,821	95	341,042	3,172	7,759,087	2,917,818	2,659,209 	Europe
60	Slovenia	01-03-2022	895,174	+2,525	6,317 	+10	852,740	+7,153	36,117	94	430,494	3,038	2,572,086	1,236,929	2,079,413 	Europe
61	Bolivia	01-03-2022	893,395	+65	21,438 	+6	789,710	+1,247	82,247	220	74,840	1,796	 2,669,468	223,623	11,937,355 	South America
62	UAE	01-03-2022	880,451	+478	2,301 		835,526	+1,485	42,624		87,270	228	138,186,824	13,697,059	10,088,795 	Asia
63	Uruguay	01-03-2022	844,400	+1,938	6,991 	+6	816,974	+4,067	20,435	116	241,691	2,001	5,713,251	1,635,290	3,493,723 	South America
64	Ecuador	01-03-2022	827,760		35,223 		N/A	N/A	N/A	759	45,764	1,947	2,470,170	136,566	18,087,764 	South America
65	Costa Rica	01-03-2022	809,131	+2,203	8,047 	+10	673,294	+5,736	127,790	116	156,464	1,556	3,712,867	717,968	5,171,357 	North America
66	Azerbaijan	01-03-2022	786,502	+832	9,438 	+21	767,702	+2,329	9,362	 	76,427	917	6,563,829	637,827	10,290,924 	Asia
67	Guatemala	01-03-2022	780,815	+3,145	17,010 	+33	723,682	+4,167	40,123	5	42,285	921	3,922,624	212,429	18,465,569 	North America
68	Panama	01-03-2022	755,853	+355	8,093 	+10	742,772	+916	4,988	26	170,717	1,828	5,523,302	1,247,496	4,427,510 	North America
69	Singapore	01-03-2022	748,504	+24,080	1,030 	+11	686,448	+17,205	61,026	53	126,293	174	23,141,120	3,904,525	5,926,744  	Asia
70	Saudi Arabia	01-03-2022	745,590	+563	9,001 	+3	724,388	+839	12,201	554	20,877	252	40,769,021	1,141,547	35,713,828 	Asia
71	Latvia	01-03-2022	662,644	+9,524	5,256 	+17	 517,737	+4,139	139,651	74	357,883	2,839	6,730,390	3,634,972	1,851,566 	Europe
72	Finland	01-03-2022	657,443	+19,686	2,380 	+14	46,000		609,063	35	118,351	428	9,950,105	1,791,193	5,555,015 	Europe
73	Sri Lanka	01-03-2022	646,948	+914	16,244 	+22	609,092	+168	21,612		30,004	753	6,282,076	291,345	21,562,352 	Asia
74	Paraguay	01-03-2022	642,184	+417	18,392 	+25	610,475	+998	13,317	128	88,236	2,527	2,531,448	347,822	7,277,994 	South America
75	Kuwait	01-03-2022	620,452	+558	2,539 	+1	609,349	+1,206	8,564	52	141,804	580	7,663,298	1,751,446	4,375,411 	Asia
76	Myanmar	01-03-2022	590,237	+2,346	19,372 	+4	536,477	+1,703	34,388		10,729	352	7,143,562	129,846	55,015,506 	Asia
77	Palestine	01-03-2022	576,078		5,226 		555,027		15,825	104	108,732	986	3,078,533	581,057	5,298,163 	Asia
78	Dominican Republic	01-03-2022	574,912	+356	4,369 	+1	568,804	+482	1,739	31	52,130	396	3,119,841	282,888	11,028,532 	North America
79	Bahrain	01-03-2022	517,635	+2,752	1,455 	+1	489,331	+1,550	26,849	15	287,634	808	9,408,484	5,228,004	1,799,632 	Asia
80	Venezuela	01-03-2022	515,124		5,636 		503,133		6,355	230	18,201	199	3,359,014	118,684	28,302,128 	South America
81	Moldova	01-03-2022	502,386	 +586	11,228 	+12	477,544	+903	13,614	113	125,022	2,794	3,029,065	753,800	4,018,392 	Europe
82	Estonia	01-03-2022	499,083	+4,656	2,250 	+14	377,261	+8,449	119,572	25	375,811	1,694	3,108,924	2,341,027	1,328,017 	Europe
83	Libya	01-03-2022	495,115	+669	6,269 	+8	466,128	+2,366	22,718	125	70,465	892	2,426,519	345,343	7,026,406 	Africa
84	Egypt	01-03-2022	485,093	+1,322	24,110 	+36	415,490	+2,008	45,493	122	4,596	228	3,693,367	34,996	105,537,554 	Africa
85	Ethiopia	01-03-2022	468,770	+43	7,463 	+1	418,563	+1,402	42,744	87	3,917	62	4,512,424	37,702	119,687,616 	Africa
86	Mongolia	01-03-2022	464,516	+305	2,170 	+2	313,256		149,090	192	138,006	645	4,030,048	1,197,310	3,365,918 	Asia
87	Armenia	01-03-2022	420,156	+324	8,478 	+17	402,916	+1,239	8,762		141,350	2,852	2,898,664	975,180	 2,972,441 	Asia
88	Honduras	01-03-2022	412,733	+1,521	10,778 	+58	127,988	+325	273,967	105	40,599	1,060	1,263,329	124,269	10,166,085 	North America
89	Oman	01-03-2022	382,244		4,244 		368,677		9,323	60	71,822	797	25,000,000	4,697,422	5,322,068 	Asia
90	Bosnia and Herzegovina	01-03-2022	371,381	+179	15,470 	+11	192,218		163,693		114,379	4,765	1,701,737	524,107	3,246,927 	Europe
91	Qatar	01-03-2022	357,292	+310	670 		353,682	+543	2,940	20	127,250	239	3,376,329	1,202,480	2,807,805 	Asia
92	Cyprus	01-03-2022	324,502	+1,986	857 	+1	124,370		199,275	60	265,560	701	9,477,138	7,755,724	1,221,954 	Asia
93	Kenya	01-03-2022	322,978	+32	5,639 		303,274	+13	14,065	4	5,795	101	3,376,678	60,583	55,736,523 	Africa
94	Zambia	01-03-2022	312,970	+220	3,953 	+1	307,264	+162	1,753	1	16,268	205	3,273,345	170,151	19,237,881 	Africa
95	Réunion	01-03-2022	302,162	+10,036	666 	+26	289,069	+14,884	12,427	41	333,541	735	1,463,269	1,615,226	905,922 	Africa
96	North Macedonia	01-03-2022	297,738	+476	9,027 	+17	285,280	+524	3,431		142,921	4,333	1,893,409	908,881	2,083,232 	Europe
97	Albania	01-03-2022	271,702	+139	3,472 	+3	266,019	+431	2,211	13	94,585	1,209	1,745,320	607,580	2,872,578 	Europe
98	Algeria	01-03-2022	265,010	+74	6,840 	+5	177,583	+70	80,587	11	5,868	151	230,861	5,111	45,165,210 	Africa
99	Botswana	01-03-2022	263,950	 	2,619 		259,434		1,897	1	108,603	1,078	2,026,898	833,971	2,430,419 	Africa
100	Nigeria	01-03-2022	254,570	+10	3,142 		249,090	+11	2,338	11	1,186	15	4,442,964	20,702	214,615,295 	Africa
101	Hong Kong	01-03-2022	238,377	+32,597	990 	+246	13,232		224,155	16	31,374	130	36,260,319	4,772,364	7,597,978 	Asia
102	Zimbabwe	01-03-2022	236,871	+491	5,395 		226,732	+338	4,744	12	15,561	354	2,085,373	136,997	15,222,085 	Africa
103	Uzbekistan	01-03-2022	236,501	+96	1,636 	+1	233,096	+178	1,769	23	6,900	48	1,377,915	40,202	34,274,404 	Asia
104	Montenegro	01-03-2022	 230,363	+156	2,682 	+2	226,282	+267	1,399	60	366,704	4,269	1,171,290	1,864,524	628,198 	Europe
105	Mozambique	01-03-2022	225,063	+16	2,192 		219,638	+208	3,233	13	6,881	67	1,270,558	38,846	32,707,793 	Africa
106	Kyrgyzstan	01-03-2022	200,527	+27	2,958 	+1	195,274	+113	2,295	131	29,917	441	1,907,195	284,535	6,702,855 	Asia
107	Luxembourg	01-03-2022	183,802	+625	992 	+1	173,728	 +10	9,082	6	285,903	1,543	4,072,228	6,334,332	642,882 	Europe
108	Afghanistan	01-03-2022	173,879	+121	7,609 	+6	156,612	+156	9,658	1,124	4,306	188	891,635	22,079	40,382,946 	Asia
 109	Maldives	01-03-2022	170,655	+463	297 		155,433	+569	14,925	25	306,743	534	2,189,837	3,936,113	556,345 	Asia
110	Uganda	01-03-2022	163,275	+9	3,588 		100,011	+16	59,676	35	3,392	75	2,463,197	51,171	 48,136,346 	Africa
111	Ghana	01-03-2022	159,891	+217	1,442 		157,782	+159	667	1	4,973	45	2,321,483	72,210	32,149,212 	Africa
112	Namibia	01-03-2022	157,225		4,007 		 152,694		524	2	60,072	1,531	955,455	365,057	2,617,274 	Africa
113	El Salvador	01-03-2022	156,364		4,074 	+3	132,410		19,880	153	23,907	623	1,758,939	268,928	6,540,555 	North America
114	Laos	01-03-2022	142,967	+224	623 	+2	7,660		134,684		19,188	84	1,000,342	134,259	7,450,815 	Asia
115	Iceland	01-03-2022	133,211	+3,367	65 	+3	75,685		57,461	3	386,207	188	1,759,036	5,099,823	 344,921 	Europe
116	Cambodia	01-03-2022	130,589	+313	3,032 		124,177	+405	3,380		7,635	177	2,859,086	167,168	17,103,074 	Asia
117	Rwanda	01-03-2022	129,516	+14	1,457 		45,522		82,537	1	9,605	108	4,856,625	360,154	13,484,844 	Africa
118	Trinidad and Tobago	01-03-2022	128,145	+378	3,632 	+4	102,736	+422	21,777	18	91,076	2,581	634,632	451,049	1,407,014 	North America
119	Jamaica	01-03-2022	128,053	+67	2,814 	+1	76,987		48,252	25	42,933	943	852,560	285,842	2,982,631 	North America
120	Guadeloupe	01-03-2022	126,642		837 		2,250		123,555	19	316,417	2,091	938,039	 2,343,703	400,238 	North America
121	Cameroon	01-03-2022	119,240		1,923 		117,089		228	13	4,314	70	1,751,774	63,374	27,642,044 	Africa
122	New Zealand	01-03-2022	118,812	+17,991	56 		18,613	+281	100,143		23,752	11	6,728,049	1,345,045	5,002,100 	Australia/Oceania
123	Martinique	01-03-2022	115,951	+3,050	895 	+19	104		114,952	10	309,383	2,388	707,420	1,887,551	374,782 	North America
124	China	01-03-2022	109,526	+200	4,636 		102,017	+81	2,873	19	76	3	160,000,000	111,163	1,439,323,776 	Asia
125	Angola	01-03-2022	98,746	+5	1,900 		96,680		166		2,857	55	1,429,452	41,360	34,561,599 	Africa
126	DRC	01-03-2022	86,039	+21	1,335 		50,930		33,774		915	14	846,704	 9,000	94,076,736 	Africa
127	Senegal	01-03-2022	85,699	+6	1,960 		83,651	+20	88	4	4,904	112	1,015,779	58,125	17,475,830 	Africa
128	Malawi	01-03-2022	85,347	+8	2,615 	 	75,878	+278	6,854	67	4,278	131	547,521	27,445	19,949,936 	Africa
129	Ivory Coast	01-03-2022	81,483		793 		79,892		798		2,967	29	1,417,847	51,630	27,461,880 	Africa
130	Suriname	01-03-2022	78,216	+93	1,317 	+1	49,357	+2	27,542	3	131,376	2,212	228,796	384,299	595,360 	South America
131	French Guiana	01-03-2022	77,733	+81	391 		11,254		66,088	6	249,525	1,255	595,251	1,910,771	311,524 	South America
132	Malta	01-03-2022	71,361	+86	605 		69,630	+64	1,126	3	160,906	1,364	1,211,456	2,731,605	443,496 	Europe
133	Eswatini	01-03-2022	69,191	+31	1,390  		67,690	+15	111	11	58,631	1,178	478,281	405,285	1,180,109 	Africa
134	Brunei 	01-03-2022	67,762	+4,220	127 	+2	36,213	+2,701	31,422		152,468	286	712,994	1,604,274	444,434 	Asia
135	French Polynesia	01-03-2022	67,651	+952	641 	+2	N/A	N/A	N/A	7	238,540	2,260			283,605 	Australia/Oceania
136	Fiji	01-03-2022	63,930		834 		61,908		1,188		70,467	 919	497,039	547,863	907,232 	Australia/Oceania
137	Madagascar	01-03-2022	63,659		1,366 		58,677		3,616	61	2,205	47	398,434	13,800	28,871,890 	Africa
138	Guyana	01-03-2022	62,946	+25	1,220 		61,267	+48	459	9	79,392	1,539	540,308	681,471	792,855 	South America
139	Sudan	01-03-2022	61,488	+30	3,909 	+1	40,329		17,250		1,350	86	562,941	12,359	45,547,830 	Africa
140	Mauritania	01-03-2022	58,638	+5	979 		57,611	+7	48	30	12,084	202	747,186	153,983	4,852,386 	Africa
141	Belize	01-03-2022	56,773	+79	650 		54,853	+112	1,270	6	138,603	 1,587	502,962	1,227,911	409,608 	North America
142	Cabo Verde	01-03-2022	55,887	+1	401 		55,415	+1	71	23	98,738	708	400,982	708,432	566,013 	Africa
143	Barbados	01-03-2022	55,385	+220	316 		53,424	+560	1,645		192,336	1,097	586,840	2,037,929	287,959 	North America
144	New Caledonia	01-03-2022	54,856	+679	300 	+1	47,531	+1,058	7,025	38	189,123	1,034	98,964	341,190	290,055 	Australia/Oceania
145	Syria	01-03-2022	54,575		3,075 		47,133		4,367		2,998	169	146,269	8,034	18,205,938 	Asia
146	Channel Islands	01-03-2022	52,285	+1,283	144 	+1	49,045	+941	3,096	 	296,192	816	1,209,938	6,854,241	176,524 	Europe
147	Gabon	01-03-2022	47,543		303 		46,561		679	1	20,556	131	1,571,354	679,397	2,312,864 	Africa
148	Papua New Guinea	01-03-2022	41,290	 	638 		39,344		1,308	7	4,474	69	249,149	26,998	9,228,286 	Australia/Oceania
149	Seychelles	01-03-2022	39,403	+67	163 		38,923	+192	317		396,576	1,641			99,358 	Africa
150	Curaçao	01-03-2022	38,960	+16	261 		38,413	+27	286	3	235,825	1,580	492,475	2,980,957	165,207 	North America
151	Andorra	01-03-2022	38,165	+166	151 		37,449	+314	565	14	492,642	1,949	249,838	3,224,965	77,470 	Europe
152	Burundi	01-03-2022	38,127	+25	38 		773		37,316		3,056	3	345,742	27,708	12,478,086 	Africa
153	Togo	01-03-2022	36,806	 +8	272 		36,410		124		4,279	32	691,047	80,348	8,600,631 	Africa
154	Mayotte	01-03-2022	36,662		187 		2,964		33,511		129,212	659	176,919	623,536	283,735 	Africa
155	Guinea	01-03-2022	36,397		440 		32,939		3,018	49	2,652	32	587,607	42,817	13,723,646 	Africa
156	Faeroe Islands	01-03-2022	34,237		28 		7,693		26,516	5	696,284	569	778,000	15,822,334	49,171 	Europe
157	Aruba	01-03-2022	33,684		211 		33,418		55	6	313,284	1,962	177,885	1,654,452	107,519 	North America
158	Tanzania	01-03-2022	33,620		798 	 	N/A	N/A	N/A	7	537	13			62,556,076 	Africa
159	Bahamas	01-03-2022	33,146	+11	771 		26,229	+8	6,146	9	82,972	1,930	220,353	551,595	399,483 	North America
160	Lesotho	01-03-2022	32,612		696 		23,343		8,573		15,025	321	398,053	183,397	2,170,448 	Africa
161	Mauritius	01-03-2022	31,731		786 		27,594		3,351		24,882	616	358,675	281,254	1,275,273 	Africa
162	Mali	01-03-2022	30,383	+2	722 		29,518	+20	143		1,432	34	622,629	29,344	21,218,200 	Africa
163	Haiti	01-03-2022	30,342		820 		 25,219		4,303		2,608	70	132,422	11,383	11,633,302 	North America
